ID	post_author	post_date	post_date_gmt	post_content	post_title	post_excerpt	post_status	comment_status	ping_status	post_password	post_name	to_ping	pinged	post_modified	post_modified_gmt	post_content_filtered	post_parent	guid	menu_order	post_type	post_mime_type	comment_count
15	1	2019-11-28 20:11:34	2019-11-28 20:11:34	http://192.168.4.103/ICIIPP/wp-content/uploads/2019/11/cropped-Amor-Infinito-4-squared.png	cropped-Amor-Infinito-4-squared.png		inherit	open	closed		cropped-amor-infinito-4-squared-png			2019-11-28 20:11:34	2019-11-28 20:11:34		0	http://192.168.4.103/ICIIPP/wp-content/uploads/2019/11/cropped-Amor-Infinito-4-squared.png	0	attachment	image/png	0
16	1	2019-11-28 20:12:32	2019-11-28 20:12:32	http://192.168.4.103/ICIIPP/wp-content/uploads/2019/11/cropped-Amor-infinito-4-no-borders.png	cropped-Amor-infinito-4-no-borders.png		inherit	open	closed		cropped-amor-infinito-4-no-borders-png			2019-11-28 20:12:32	2019-11-28 20:12:32		0	http://192.168.4.103/ICIIPP/wp-content/uploads/2019/11/cropped-Amor-infinito-4-no-borders.png	0	attachment	image/png	0
17	1	2019-11-28 20:13:09	2019-11-28 20:13:09	<!-- wp:group {"align":"wide"} --><div class="wp-block-group alignwide"><div class="wp-block-group__inner-container"><!-- wp:heading {"align":"center"} --><h2 class="has-text-align-center">The premier destination for modern art in Northern Sweden. Open from 10 AM to 6 PM every day during the summer months.</h2><!-- /wp:heading --></div></div><!-- /wp:group --><!-- wp:columns {"align":"wide"} --><div class="wp-block-columns alignwide"><!-- wp:column --><div class="wp-block-column"><!-- wp:group --><div class="wp-block-group"><div class="wp-block-group__inner-container"><!-- wp:image {"align":"full","id":37,"sizeSlug":"full"} --><figure class="wp-block-image alignfull size-full"><img src="http://192.168.4.103/ICIIPP/wp-content/themes/twentytwenty/assets/images/2020-three-quarters-1.png" alt="" class="wp-image-37"/></figure><!-- /wp:image --><!-- wp:heading {"level":3} --><h3>Works and Days</h3><!-- /wp:heading --><!-- wp:paragraph --><p>August 1 -- December 1</p><!-- /wp:paragraph --><!-- wp:button {"className":"is-style-outline"} --><div class="wp-block-button is-style-outline"><a class="wp-block-button__link" href="https://make.wordpress.org/core/2019/09/27/block-editor-theme-related-updates-in-wordpress-5-3/">Read More</a></div><!-- /wp:button --></div></div><!-- /wp:group --><!-- wp:group --><div class="wp-block-group"><div class="wp-block-group__inner-container"><!-- wp:image {"align":"full","id":37,"sizeSlug":"full"} --><figure class="wp-block-image alignfull size-full"><img src="http://192.168.4.103/ICIIPP/wp-content/themes/twentytwenty/assets/images/2020-three-quarters-3.png" alt="" class="wp-image-37"/></figure><!-- /wp:image --><!-- wp:heading {"level":3} --><h3>Theatre of Operations</h3><!-- /wp:heading --><!-- wp:paragraph --><p>October 1 -- December 1</p><!-- /wp:paragraph --><!-- wp:button {"className":"is-style-outline"} --><div class="wp-block-button is-style-outline"><a class="wp-block-button__link" href="https://make.wordpress.org/core/2019/09/27/block-editor-theme-related-updates-in-wordpress-5-3/">Read More</a></div><!-- /wp:button --></div></div><!-- /wp:group --></div><!-- /wp:column --><!-- wp:column --><div class="wp-block-column"><!-- wp:group --><div class="wp-block-group"><div class="wp-block-group__inner-container"><!-- wp:image {"align":"full","id":37,"sizeSlug":"full"} --><figure class="wp-block-image alignfull size-full"><img src="http://192.168.4.103/ICIIPP/wp-content/themes/twentytwenty/assets/images/2020-three-quarters-2.png" alt="" class="wp-image-37"/></figure><!-- /wp:image --><!-- wp:heading {"level":3} --><h3>The Life I Deserve</h3><!-- /wp:heading --><!-- wp:paragraph --><p>August 1 -- December 1</p><!-- /wp:paragraph --><!-- wp:button {"className":"is-style-outline"} --><div class="wp-block-button is-style-outline"><a class="wp-block-button__link" href="https://make.wordpress.org/core/2019/09/27/block-editor-theme-related-updates-in-wordpress-5-3/">Read More</a></div><!-- /wp:button --></div></div><!-- /wp:group --><!-- wp:group --><div class="wp-block-group"><div class="wp-block-group__inner-container"><!-- wp:image {"align":"full","id":37,"sizeSlug":"full"} --><figure class="wp-block-image alignfull size-full"><img src="http://192.168.4.103/ICIIPP/wp-content/themes/twentytwenty/assets/images/2020-three-quarters-4.png" alt="" class="wp-image-37"/></figure><!-- /wp:image --><!-- wp:heading {"level":3} --><h3>From Signac to Matisse</h3><!-- /wp:heading --><!-- wp:paragraph --><p>October 1 -- December 1</p><!-- /wp:paragraph --><!-- wp:button {"className":"is-style-outline"} --><div class="wp-block-button is-style-outline"><a class="wp-block-button__link" href="https://make.wordpress.org/core/2019/09/27/block-editor-theme-related-updates-in-wordpress-5-3/">Read More</a></div><!-- /wp:button --></div></div><!-- /wp:group --></div><!-- /wp:column --></div><!-- /wp:columns --><!-- wp:image {"align":"full","id":37,"sizeSlug":"full"} --><figure class="wp-block-image alignfull size-full"><img src="http://192.168.4.103/ICIIPP/wp-content/themes/twentytwenty/assets/images/2020-landscape-2.png" alt="" class="wp-image-37"/></figure><!-- /wp:image --><!-- wp:group {"align":"wide"} --><div class="wp-block-group alignwide"><div class="wp-block-group__inner-container"><!-- wp:heading {"align":"center","textColor":"accent"} --><h2 class="has-accent-color has-text-align-center">”Cyborgs, as the philosopher Donna Haraway established, are not reverent. They do not remember the cosmos.”</h2><!-- /wp:heading --></div></div><!-- /wp:group --><!-- wp:paragraph {"dropCap":true} --><p class="has-drop-cap">With seven floors of striking architecture, UMoMA shows exhibitions of international contemporary art, sometimes along with art historical retrospectives. Existential, political and philosophical issues are intrinsic to our programme. As visitor you are invited to guided tours artist talks, lectures, film screenings and other events with free admission</p><!-- /wp:paragraph --><!-- wp:paragraph --><p>The exhibitions are produced by UMoMA in collaboration with artists and museums around the world and they often attract international attention. UMoMA has received a Special Commendation from the European Museum of the Year, and was among the top candidates for the Swedish Museum of the Year Award as well as for the Council of Europe Museum Prize.</p><!-- /wp:paragraph --><!-- wp:paragraph --><p></p><!-- /wp:paragraph --><!-- wp:group {"customBackgroundColor":"#ffffff","align":"wide"} --><div class="wp-block-group alignwide has-background" style="background-color:#ffffff"><div class="wp-block-group__inner-container"><!-- wp:group --><div class="wp-block-group"><div class="wp-block-group__inner-container"><!-- wp:heading {"align":"center"} --><h2 class="has-text-align-center">Become a Member and Get Exclusive Offers!</h2><!-- /wp:heading --><!-- wp:paragraph {"align":"center"} --><p class="has-text-align-center">Members get access to exclusive exhibits and sales. Our memberships cost $99.99 and are billed annually.</p><!-- /wp:paragraph --><!-- wp:button {"align":"center"} --><div class="wp-block-button aligncenter"><a class="wp-block-button__link" href="https://make.wordpress.org/core/2019/09/27/block-editor-theme-related-updates-in-wordpress-5-3/">Join the Club</a></div><!-- /wp:button --></div></div><!-- /wp:group --></div></div><!-- /wp:group --><!-- wp:gallery {"ids":[39,38],"align":"wide"} --><figure class="wp-block-gallery alignwide columns-2 is-cropped"><ul class="blocks-gallery-grid"><li class="blocks-gallery-item"><figure><img src="http://192.168.4.103/ICIIPP/wp-content/themes/twentytwenty/assets/images/2020-square-2.png" alt="" data-id="39" data-full-url="http://192.168.4.103/ICIIPP/wp-content/themes/twentytwenty/assets/images/2020-square-2.png" data-link="assets/images/2020-square-2/" class="wp-image-39"/></figure></li><li class="blocks-gallery-item"><figure><img src="http://192.168.4.103/ICIIPP/wp-content/themes/twentytwenty/assets/images/2020-square-1.png" alt="" data-id="38" data-full-url="http://192.168.4.103/ICIIPP/wp-content/themes/twentytwenty/assets/images/2020-square-1.png" data-link="http://192.168.4.103/ICIIPP/wp-content/themes/twentytwenty/assets/images/2020-square-1/" class="wp-image-38"/></figure></li></ul></figure><!-- /wp:gallery -->	The New UMoMA Opens its Doors		inherit	closed	closed		5-revision-v1			2019-11-28 20:13:09	2019-11-28 20:13:09		5	http://192.168.4.103/ICIIPP/index.php/2019/11/28/5-revision-v1/	0	revision		0
19	1	2019-11-28 20:13:09	2019-11-28 20:13:09	<!-- wp:paragraph -->\n<p>This is a page with some basic contact information, such as an address and phone number. You might also try a plugin to add a contact form.</p>\n<!-- /wp:paragraph -->	Contact		inherit	closed	closed		7-revision-v1			2019-11-28 20:13:09	2019-11-28 20:13:09		7	http://192.168.4.103/ICIIPP/index.php/2019/11/28/7-revision-v1/	0	revision		0
20	1	2019-11-28 20:13:09	2019-11-28 20:13:09		Blog		inherit	closed	closed		8-revision-v1			2019-11-28 20:13:09	2019-11-28 20:13:09		8	http://192.168.4.103/ICIIPP/index.php/2019/11/28/8-revision-v1/	0	revision		0
21	1	2019-11-28 20:13:10	2019-11-28 20:13:10		Inicio		publish	closed	closed		home			2019-11-28 22:53:37	2019-11-28 22:53:37		0	http://192.168.4.103/ICIIPP/index.php/2019/11/28/home/	1	nav_menu_item		0
23	1	2019-11-28 20:13:11	2019-11-28 20:13:11	 			publish	closed	closed		23			2019-11-28 23:11:05	2019-11-28 23:11:05		0	http://192.168.4.103/ICIIPP/index.php/2019/11/28/23/	4	nav_menu_item		0
30	1	2019-11-28 20:13:15	2019-11-28 20:13:15		Facebook		publish	closed	closed		facebook			2019-11-28 22:42:08	2019-11-28 22:42:08		0	http://192.168.4.103/ICIIPP/index.php/2019/11/28/facebook/	2	nav_menu_item		0
32	1	2019-11-28 20:13:16	2019-11-28 20:13:16		Instagram		publish	closed	closed		instagram			2019-11-28 22:43:19	2019-11-28 22:43:19		0	http://192.168.4.103/ICIIPP/index.php/2019/11/28/instagram/	4	nav_menu_item		0
34	1	2019-11-28 20:58:14	2019-11-28 20:58:14		Elementor #34		publish	closed	closed		elementor-34			2019-11-28 21:56:46	2019-11-28 21:56:46		0	http://192.168.4.103/ICIIPP/?page_id=34	0	page		0
35	1	2019-11-28 20:19:19	2019-11-28 20:19:19		Elementor #34		inherit	closed	closed		34-revision-v1			2019-11-28 20:19:19	2019-11-28 20:19:19		34	http://192.168.4.103/ICIIPP/index.php/2019/11/28/34-revision-v1/	0	revision		0
